acceleration_z (Std),speed (Std),speed (Skew),bearing (Std),second (Max),car_model,label
0.788743051,7.185400778,-0.005943529,53.28508975,627,Toyota,0
1.060736115,4.115425981,1.319387913,131.6815333,325,Toyota,1
1.039275812,7.460868378,-0.428612202,75.5405061,792,Toyota,0
0.809835489,6.758140766,0.200173318,114.4426596,1125,Toyota,0
1.07688815,7.162345427,-0.521740377,115.5780765,740,Toyota,0
1.588876959,4.837834058,0.542034626,81.586844,1093,Toyota,1
0.885492918,5.451136235,0.507688046,85.97642424,1347,Toyota,0
1.091611768,6.449161507,0.702803075,104.3890072,1751,Toyota,1
0.962993475,3.607653353,1.295459986,98.91288235,717,Toyota,1
1.447499547,6.287169692,0.78523612,44.25083358,931,Toyota,0
0.884488255,6.106414933,-0.684031725,93.82776506,130,Toyota,0
1.487282178,3.921021736,0.367519349,112.4013237,391,Toyota,1
0.973697981,8.978646234,0.472006083,61.3110844,1184,Chevrolet,0
0.997112677,4.087809922,0.873902261,102.1013885,330,Chevrolet,1
0.828891935,8.239545522,-0.270388901,114.8669082,433,Chevrolet,0
0.842092766,5.288314199,-0.821312606,52.121372,672,Chevrolet,0
0.641408476,6.980204933,0.875543773,114.8938308,1184,Chevrolet,1
0.844366115,8.731257023,-0.631735444,62.03376366,1319,Chevrolet,1
1.416508601,7.56144161,0.042544834,110.5078524,955,Chevrolet,0
0.763101523,7.248457985,0.317854732,82.67283072,1137,Chevrolet,1
1.064615231,8.295943339,-0.487572342,143.0750803,1541,Chevrolet,0
0.838587966,5.905244904,0.525725245,21.67713816,598,Chevrolet,1
0.833169713,6.225607934,0.851832211,85.20012064,907,Chevrolet,0
0.874447904,6.15175813,0.351974815,59.16086715,479,Chevrolet,0
0.623987101,2.184710412,1.430123687,120.9894074,118,Chevrolet,0
0.720561286,7.15529018,-1.47949779,100.5884648,1632,Chevrolet,0
0.896260841,6.745321212,0.672225714,92.20457034,461,Chevrolet,0
0.946912466,4.264344153,0.602136731,69.22382119,833,Chevrolet,0
0.794292467,5.873634251,0.493187636,124.1896176,554,Chevrolet,1
1.555452827,8.978637343,-0.706255615,56.8100719,1154,Chevrolet,0
1.424406634,8.086874003,0.10412778,84.21986318,1377,Chevrolet,0
0.756731976,3.755017833,1.203585863,113.4166151,613,Chevrolet,0
0.876347363,5.110657045,0.547036886,112.0085692,509,Chevrolet,0
1.496116921,3.807401098,0.365067899,94.90153163,569,Chevrolet,1
1.003486364,8.158412426,0.123025641,71.21515764,1589,Chevrolet,1
1.325959512,3.190831928,1.309788227,87.97831464,238,Chevrolet,0
1.114786679,7.444284641,-1.638736367,80.28215263,1280,Chevrolet,0
0.966956073,7.757750308,-0.068541832,84.08450604,972,Chevrolet,0
0.935862789,7.682039315,0.088448815,108.8777169,1094,Chevrolet,0
0.936246144,5.856367841,1.290739417,109.0307538,584,Chevrolet,0
1.167665604,5.454106637,0.656876028,91.23778962,903,Chevrolet,0
0.778269536,4.846379307,-0.700363576,103.2369464,733,Chevrolet,0
0.598436595,5.85355743,-0.164206341,85.94191979,1019,Chevrolet,0
1.623582301,6.160928652,0.575790465,93.48759421,689,Chevrolet,0
0.737649195,7.262814492,0.1311028,117.7906371,1273,Chevrolet,0
1.269678922,9.117643255,-0.472759575,82.85364151,1150,Chevrolet,0
0.784562045,5.933186045,1.024568319,100.6219675,748,Chevrolet,0
1.210369597,6.754604474,0.392373741,63.35678736,689,Chevrolet,0
1.002742407,6.631295836,0.429521382,75.28689324,538,Chevrolet,0
0.754461558,2.888274439,-1.15147841,25.34931046,281,Chevrolet,0
0.760008686,7.077722652,0.875731766,123.7434887,239,Chevrolet,0
0.626759398,5.57194365,0.361388475,120.5199866,1023,Chevrolet,0
1.015142264,4.659567282,-0.02666302,81.35602191,612,Chevrolet,1
1.139734169,7.233195446,0.183886871,100.2275104,480,Chevrolet,0
0.755957842,4.486409245,-0.098147891,15.02634166,448,Chevrolet,0
0.884340067,4.289334148,1.0345186,78.70491077,1619,Chevrolet,0
0.85053491,4.608310843,0.304170549,124.0476094,504,Chevrolet,0
0.961910162,8.240071314,-0.548697948,85.51061261,1278,Chevrolet,0
0.835378895,9.863990178,-0.901627243,36.13464173,1019,Chevrolet,0
0.772062085,6.003119456,0.554426253,124.3619826,869,Chevrolet,0
0.962240819,5.91666317,0.873206794,130.7242211,567,Chevrolet,0
1.160078668,4.865978547,0.483423561,96.64009012,971,Chevrolet,0
0.858747634,2.739452853,2.39914465,63.10159434,400,Chevrolet,0
0.814338302,8.49838156,-0.005826339,66.85385358,683,Chevrolet,0
1.145907239,6.956466886,0.215637803,98.09574642,1174,Chevrolet,0
0.881704036,5.163139997,0.878677607,46.14664766,343,Chevrolet,1
0.925086349,3.360507596,-0.441257894,21.92651577,749,Chevrolet,0
0.861987394,9.201313458,0.043916538,51.94406452,598,Chevrolet,0
1.273661427,5.082567551,-0.085974194,80.61761632,388,Chevrolet,1
0.771790442,7.119718814,-0.100342952,76.95667138,1603,Chevrolet,0
0.830761457,4.506043623,0.716673315,6.483783957,175,Chevrolet,0
1.692724179,6.104769333,1.208920479,113.7263636,1004,Chevrolet,0
1.518556333,7.310357547,0.257942379,52.26726343,328,Chevrolet,0
0.904216234,4.685537791,0.391725749,79.38214065,371,Chevrolet,1
0.73750247,3.269488816,-1.261385322,17.16440323,554,Chevrolet,0
1.311483673,6.645028002,0.756836414,113.6087226,269,Chevrolet,0
0.742921819,5.297355339,0.568110049,105.8413303,718,Chevrolet,0
0.844834052,5.580139146,0.738258064,78.39605239,434,Chevrolet,1
0.598045133,6.118095261,0.258480698,73.15050254,2076,Chevrolet,1
0.755404856,8.396033298,-0.388575763,59.63063011,1514,Chevrolet,0
0.87973585,6.512283235,0.576793432,76.92062646,311,Chevrolet,0
1.825567515,2.424113836,0.902189314,124.6350941,1635,Chevrolet,1
1.076491848,6.99945663,0.330834031,99.96467365,1499,Chevrolet,1
1.179118498,4.822400991,-0.412676245,60.90049083,293,Chevrolet,0
1.305934934,3.970792746,-0.85527283,71.05152541,237,Chevrolet,0
0.690315638,7.753556672,0.108278349,53.33322801,149,Chevrolet,0
0.94543981,8.342049757,0.141234905,54.48685311,1079,Chevrolet,0
0.65487917,8.200834212,0.149355948,114.8385166,895,Chevrolet,0
1.090791421,9.089804477,-0.130471721,129.5689985,1124,Chevrolet,0
2.168459969,7.772305239,-0.827058971,115.8852699,971,Chevrolet,0
0.981949491,7.368652825,0.16422832,81.68952407,897,Chevrolet,0
0.786503487,7.821779322,-0.10035982,67.33763937,1599,Chevrolet,0
1.07372753,6.11054534,-0.719873309,59.55351125,599,Chevrolet,0
1.604613759,7.418274064,0.111740641,67.05595609,744,Chevrolet,0
1.017933031,6.391021235,0.529911757,87.71464258,464,Chevrolet,0
1.041386614,7.240252318,-0.240595803,132.4782794,987,Chevrolet,0
1.287238666,8.507264036,0.276584089,77.73703189,1982,Chevrolet,1
1.001119809,6.376353615,0.993822634,108.3432328,494,Chevrolet,0
0.840512182,3.921662951,-0.525891185,59.38154683,599,Chevrolet,0
0.838615638,7.824621779,-0.197807789,62.24154446,1514,Chevrolet,0
1.209630204,7.679444602,-0.266585469,123.8430511,925,Chevrolet,0
0.866160294,8.673870341,-0.106268086,82.93254106,734,Chevrolet,1
1.074159744,5.285065961,0.123948202,77.7939288,1078,Chevrolet,0
0.844652178,6.055036063,0.653230906,68.01208506,701,Chevrolet,1
1.588401322,6.322086444,-1.232559204,112.4498641,984,Chevrolet,0
1.496314215,6.341491558,-0.190429404,20.7475182,433,Chevrolet,0
0.954933835,5.534783814,0.69247371,114.9129148,568,Chevrolet,0
1.272168217,5.140632716,0.426323622,61.14669787,687,Chevrolet,0
0.858928377,7.662856269,0.687594712,47.78070128,267,Chevrolet,0
0.927928763,7.257410202,0.035999455,47.22628642,1118,Chevrolet,1
1.167429048,6.431540902,0.941861689,136.856711,553,Chevrolet,0
0.672177813,3.629594235,0.899273574,99.78158462,914,Chevrolet,0
0.837034452,5.284931942,0.601725101,74.03597205,944,Chevrolet,1
0.746255041,5.279318121,0.63530457,123.2649211,1454,Chevrolet,1
1.735227152,8.802213312,-0.273002923,79.40018795,1472,Chevrolet,0
2.388534457,7.180477526,-0.090224408,134.0219608,1197,Chevrolet,0
0.758248944,6.5161575,0.354667544,120.3546571,795,Chevrolet,0
0.769444635,4.069277668,-2.63534379,123.1064483,701,Chevrolet,0
0.657429464,9.44310625,-0.469234586,139.4892623,1678,Chevrolet,0
1.259003203,5.791267977,0.293835193,87.39917703,1396,Chevrolet,0
1.163067578,5.028314918,-1.048232436,60.06456391,615,Chevrolet,0
0.815582553,4.230056039,0.120117024,103.5431112,1302,Chevrolet,0
0.876316861,7.256895188,0.003439778,54.00926037,1603,Chevrolet,0
0.705267372,4.859631587,1.057869673,70.45800923,404,Chevrolet,0
0.828646973,7.796090867,0.42216897,117.8509343,899,Chevrolet,0
0.658000802,6.418601818,0.539219022,79.81881677,972,Chevrolet,0
1.024450961,5.418499046,0.537812233,98.30409129,1152,Chevrolet,0
1.169086778,5.641312607,0.520299911,109.9692495,373,Chevrolet,0
1.008031651,10.22021062,0.494986117,114.2634938,1685,Chevrolet,0
0.7620443,6.041838465,-1.243993521,85.75085708,1664,Chevrolet,1
0.907245726,6.559867251,0.535417736,80.19282352,833,Chevrolet,0
0.763924802,4.743541702,-0.316617221,132.5732829,621,Chevrolet,0
0.670033376,4.970270785,-0.705546856,78.51640598,1597,Chevrolet,0
1.089631202,8.536163601,0.301210403,83.58663746,898,Chevrolet,1
0.854781565,6.785779035,0.412305981,140.8452716,958,Chevrolet,0
0.880166338,6.764403199,0.479788542,120.6456775,207,Chevrolet,0
1.287447788,8.264383771,-0.709851086,57.54147592,1396,Chevrolet,0
0.978666249,5.932341772,0.361532778,94.51136212,1993,Chevrolet,1
1.108309249,5.73673699,0.963609755,120.1912377,749,Chevrolet,0
1.561180119,6.24888095,0.05428363,73.95983846,1199,Chevrolet,1
1.104727607,4.407182095,0.62639612,45.27496636,463,Chevrolet,0
0.843242391,7.028137301,-0.646632433,40.78036517,1363,Chevrolet,0
1.144028817,9.193526843,0.193681747,79.58254914,1499,Chevrolet,0
0.833603477,4.263358831,0.542488754,88.88682477,853,Chevrolet,0
1.058570948,6.337711767,0.561402202,88.6286354,1003,Chevrolet,0
1.048187611,5.762530749,0.7395491,104.5328386,239,Chevrolet,0
1.033438066,4.67944652,0.605674922,102.1120411,644,Chevrolet,0
2.200704497,7.207084141,-0.634173274,115.3640023,809,Chevrolet,0
1.023139893,4.140327085,0.097101502,82.05138004,432,Chevrolet,0
0.746033536,7.055942283,1.039297223,81.16056212,1060,Chevrolet,0
1.044120994,5.681197161,0.582710385,38.71660137,267,Chevrolet,0
0.608979629,6.128354249,0.457490742,95.10157588,552,Chevrolet,0
1.098531854,4.958757559,0.284218758,134.4055816,237,Chevrolet,0
1.153260982,5.426911491,0.223580346,52.00715865,628,Chevrolet,0
0.978300618,5.002381114,1.052563906,78.16750456,1017,Chevrolet,1
1.151350657,6.568098461,-0.748554766,102.8007139,179,Chevrolet,0
1.370447896,4.234828189,0.615816057,96.04137771,671,Chevrolet,0
1.310154289,4.683923724,0.954276383,144.5053073,763,Chevrolet,0
0.837107502,7.149406245,-0.304042876,127.440914,1243,Chevrolet,0
0.823791662,4.815381404,0.469124675,60.57444794,659,Chevrolet,0
0.576680466,9.413282377,-0.74322021,20.14019403,263,Chevrolet,0
1.306229426,8.790523211,-0.467616647,77.00587886,1483,Chevrolet,1
0.846337021,3.991542721,0.821306169,84.6347118,748,Chevrolet,0
1.043700801,4.069306813,0.984741688,97.12293106,599,Chevrolet,0
0.937498714,5.642202958,0.872985423,121.5402244,1168,Chevrolet,0
0.626191675,7.788442445,-0.38412559,83.60619664,1018,Chevrolet,0
1.001059782,8.081619472,-0.35495171,132.5133918,610,Chevrolet,0
1.253896587,5.87131707,0.183195308,101.2971049,421,Chevrolet,0
4.087339323,2.032649414,1.996189117,51.10741959,2443,Chevrolet,1
1.250202799,4.702996988,0.643936217,119.7096931,689,Chevrolet,1
0.80286021,7.694226356,0.574954569,84.17579878,1605,Chevrolet,1
0.813351552,3.213700671,0.629721701,97.62909246,320,Chevrolet,0
2.424606691,1.956263976,0.935421407,68.27749371,1321,Chevrolet,1
0.68719505,8.078606776,0.884611011,126.1271384,1189,Chevrolet,0
1.1818996,3.565423884,0.360897064,104.641608,684,Chevrolet,1
0.800577784,10.23333404,-0.259345025,68.12728705,746,Nissan,0
1.22947024,4.721604614,0.53503871,104.656088,735,Nissan,0
0.970016364,3.718353372,0.891644895,90.22772253,410,Nissan,0
0.922593174,7.380322648,-0.841626167,42.61706178,929,Nissan,0
1.329425819,6.58390555,0.062513702,122.8440844,944,Nissan,0
0.715028217,7.719346531,0.371977597,107.5845146,1094,Nissan,1
0.790102427,4.948136857,0.876656055,65.1247623,853,Nissan,0
2.259158343,6.509311373,0.101548687,105.395211,1119,Nissan,0
0.890939816,5.226219587,0.925546706,67.68006062,584,Nissan,0
0.677652763,6.974635946,0.861159205,96.78556175,944,Nissan,1
1.127043034,5.089105752,0.851328969,81.7723337,476,Nissan,0
1.449406197,6.72792896,-0.192600086,94.28313859,1439,Nissan,0
1.028043962,8.712070465,0.169404328,67.85140789,1393,Nissan,1
0.895736281,6.445451896,0.382994622,100.2016308,766,Nissan,0
0.700727401,5.696908628,0.469846308,99.31071543,494,Nissan,0
1.135225764,5.137650401,0.833143711,142.1020316,858,Nissan,0
1.068441004,4.650808095,-0.022082683,93.44989863,160,Nissan,0
1.122303322,8.141598054,-0.331778198,67.75053408,1138,Nissan,0
1.319335599,7.589261426,0.170737818,130.7490606,1647,Nissan,1
1.047634513,8.151958916,0.260066628,128.6229756,671,Nissan,0
1.132016756,3.700468036,1.045940757,98.97902011,238,Nissan,1
0.755100804,11.0956646,-0.037420128,86.74857657,1196,Nissan,1
1.358323153,5.141380211,0.827779353,127.6134139,1364,Nissan,1
1.202050025,3.706219372,-0.072942592,88.89932416,284,Nissan,0
1.095644897,5.825426705,-0.089021675,110.6945802,313,Nissan,0
1.33843934,9.419125557,-0.08056242,99.39180951,1530,Nissan,0
1.077620359,8.730659991,-0.699741602,69.1958543,1366,Nissan,1
0.87035181,6.004273955,0.484219074,105.6424877,506,Nissan,1
0.966202112,6.314809999,-0.1554555,86.15763327,328,Nissan,0
0.98747343,7.827765632,0.031815451,28.58543926,641,Nissan,0
0.792262254,8.144573398,0.318114489,74.40324556,443,Nissan,0
2.592780033,5.500401271,1.065434217,130.0447253,943,Nissan,1
0.791082346,6.851188168,0.468158692,88.19695232,957,Nissan,0
0.812669281,2.908795445,1.559074402,97.94071767,584,Nissan,0
0.934395953,4.433088103,0.841919184,85.84866689,599,Nissan,1
1.448221323,10.10965803,0.276821226,90.80136681,776,Nissan,1
1.041853118,3.351265495,0.923484147,90.58826914,599,Nissan,1
1.229790657,6.273575704,0.354254037,84.48944831,1122,Nissan,0
0.919242287,5.828912256,0.357628703,120.4237046,884,Nissan,0
1.190010985,5.924899718,1.105741978,111.9979602,448,Nissan,0
0.907611486,4.743287267,-0.07394366,57.48494822,1046,Nissan,1
1.205607751,7.055316052,0.474709511,145.0063944,964,Nissan,1
1.134792313,7.018920264,0.567516088,132.4238011,1168,Nissan,0
0.995319705,7.101316064,0.124674171,67.24715367,524,Nissan,0
1.412913569,5.919514698,-0.241537988,87.07243715,1159,Nissan,0
0.848050782,7.127185236,0.494415462,123.3996648,1334,Nissan,1
0.849637362,5.4899541,0.805982649,102.0400691,1048,Nissan,0
0.614184486,4.417186175,1.373319268,97.44067208,673,Nissan,0
0.856673474,8.409736534,0.5891096,111.5370523,1330,Nissan,1
0.904616242,6.775028988,-0.150847346,80.23177444,1978,Nissan,0
0.918439774,7.883615261,0.743094027,62.64245852,554,Nissan,0
0.929336451,7.390530239,0.329297155,51.66065302,336,Nissan,0
1.422459493,2.707627215,-1.550630569,24.0389844,413,Nissan,0
1.255112824,5.331578999,0.273265928,106.8929547,959,Nissan,0
1.175148153,8.599302158,-0.108900793,73.06099127,1170,Nissan,0
1.147255126,7.087629313,0.861852944,65.20947722,1033,Nissan,0
0.64587956,10.45395068,0.304723412,115.9859684,1438,Nissan,0
1.900027912,4.981466705,0.623463988,90.36929528,893,Nissan,1
2.056840167,9.73287135,0.221616954,112.2396812,538,Nissan,0
0.699772505,7.003694698,-0.251568347,19.35845415,1201,Nissan,0
1.318840467,4.393077229,0.433994442,73.79469213,759,Nissan,1
1.418135314,3.626948875,-0.376523912,115.2715183,1153,Nissan,1
0.809584457,5.815589599,0.196520016,113.6022288,1242,Nissan,1
0.909893904,7.077505869,0.312900871,101.9838054,1364,Nissan,1
1.030257277,6.47225022,0.223917618,75.53752985,959,Nissan,0
0.998161426,9.500827433,0.563691199,67.76678589,463,Nissan,0
1.651645652,8.655092832,-0.135726318,85.78715912,935,Nissan,0
0.942480913,5.486113638,0.065075196,95.19993338,508,Nissan,0
1.511181566,5.992049825,0.49409768,117.1922259,629,Nissan,0
0.646706909,5.737255593,0.629757941,87.17191519,447,Nissan,0
0.775857627,5.871339988,-1.0949229,51.74085042,838,Nissan,0
1.170769253,4.674966154,0.873316765,73.18842667,404,Nissan,0
0.986084738,8.380884034,-0.111786008,101.8129349,1379,Nissan,1
0.807168328,5.29040554,0.162779912,88.23568424,1243,Nissan,0
1.008257866,8.839010057,0.020984922,101.2388519,1287,Nissan,1
1.076593785,5.054377082,0.723155677,99.80604125,1046,Nissan,1
0.770438693,5.621112217,0.200240582,37.66014767,807,Nissan,0
0.643407847,2.404907395,2.908489227,54.35990328,614,Nissan,0
1.0027508,7.68725423,-0.495139539,85.81222145,1654,Nissan,0
0.637987096,2.883985643,2.290555716,56.0209584,208,Nissan,0
1.205161233,4.756970424,0.197431132,72.75342959,149,Nissan,0
0.675450443,4.923678964,0.654454648,115.3679123,689,Nissan,0
1.000655494,5.366663472,0.436331123,126.8337501,494,Nissan,0
1.213927155,7.289107172,-0.109306373,69.9821233,538,Nissan,0
0.801558301,5.236656704,0.575844347,48.5810658,659,Nissan,0
1.671587013,7.426657277,0.352874517,76.97805409,1446,Nissan,0
0.694237796,5.580069203,0.082263745,114.1584683,1409,Nissan,0
0.972707506,5.571092964,-0.085903279,87.16345651,1138,Nissan,1
0.925327322,6.000105483,0.544118941,87.1315841,553,Nissan,0
0.977548464,3.222404943,0.280487239,58.71279354,794,Nissan,1
1.219155236,5.112918956,1.357609868,90.11330182,868,Nissan,1
0.784724537,9.255185555,-0.365485907,59.78730154,1453,Nissan,0
0.915468765,6.758827331,-0.00096934,109.0648725,1184,Nissan,0
0.983386311,7.882845799,-0.010127425,92.29248784,2711,Nissan,1
0.845416845,2.22867423,-0.011648553,83.04972305,132,Nissan,0
1.018050068,7.868148655,0.208617479,133.2151166,1704,Nissan,0
0.880853877,4.554183095,1.105765462,103.1049383,463,Nissan,0
2.282141607,3.954412223,1.984182477,60.69438575,764,Nissan,0
0.806278247,9.240952024,0.271775216,98.54973945,763,Nissan,1
0.798470125,4.968103538,0.589413464,70.199899,507,Nissan,0
1.730814292,7.792213542,0.513175011,104.4596001,629,Nissan,0
1.108579476,8.642642332,0.129611582,90.47197583,1304,Nissan,0
1.05022985,5.143883521,0.730399013,84.35815956,508,Nissan,1
1.019277838,9.25905045,1.010344625,66.9669108,217,Nissan,0
0.952019846,6.583504873,-0.125012487,94.06637793,660,Nissan,0
1.201026871,6.173814177,0.483598053,107.0192348,760,Nissan,0
0.726735396,4.875518642,0.875384927,54.99130453,1465,Nissan,0
1.423470051,6.727934209,0.590243518,78.46044177,1303,Nissan,0
1.006052944,7.272268703,0.811335146,39.77929279,193,Nissan,0
0.725297383,4.46475953,-0.148031235,125.1379015,134,Nissan,0
1.138187701,7.418719,-0.194425091,96.77432123,1034,Nissan,0
0.820235858,5.563897534,1.023228407,89.14983315,853,Nissan,0
0.650211067,5.813813181,0.002657622,102.9331475,748,Nissan,0
1.027611149,4.973259002,-1.00289011,55.84547813,357,Nissan,0
0.894997016,4.310785314,0.618608534,130.1908534,1174,Nissan,0
0.994895532,3.731164037,-0.113180541,103.4106481,517,Nissan,0
0.794872163,7.283682763,0.229212269,59.33803535,1696,Nissan,0
0.987158081,5.82812452,0.641471028,112.9858094,1272,Nissan,0
0.876392332,3.337025036,1.503422976,86.13834104,479,Nissan,0
0.800168435,4.751728027,0.29205963,86.12415864,340,Nissan,0
0.988974408,5.347761744,0.308648169,113.3433983,824,Nissan,0
0.68639682,5.18254183,0.149996087,111.1949697,1522,Nissan,0
1.504676997,5.736957825,0.590844452,96.01342028,371,Nissan,0
0.807684133,5.504200287,1.07679534,119.2341508,582,Nissan,0
1.084255651,6.416106083,0.05562605,81.03577152,1352,Nissan,0
0.461405497,7.713278986,-0.819026291,91.5444523,763,Nissan,0
0.8803044,5.907720032,0.695413589,104.1107285,654,Nissan,0
0.820284645,9.252436571,0.392743319,68.94451304,1497,Nissan,1
0.75935823,8.544335047,-0.232092142,11.5466652,1664,Nissan,1
0.718964657,9.310155179,-0.281404316,66.72896573,1421,Nissan,0
0.690334266,4.231229102,-1.601541042,16.79197299,478,Nissan,0
1.414744828,7.84796108,-0.40193978,78.03831883,2011,Nissan,1
1.750416795,2.840265511,-2.793144226,19.33510116,273,Nissan,0
1.404597505,5.005096686,0.667315006,105.2749906,1230,Nissan,0
3.023349,2.225730947,1.906245232,68.23928457,1985,Nissan,1
1.060065647,4.741305601,1.201152086,119.7587359,1707,Nissan,1
0.915402819,5.000743637,0.511155784,120.1315059,808,Nissan,1
0.98136012,5.711017182,-0.215930447,47.05098354,626,Nissan,0
0.944339554,3.844366847,0.460310936,73.87807472,508,Nissan,0
1.031133023,10.11388325,-0.174333617,72.509392,1889,Nissan,1
1.290158187,6.049057268,0.299825817,51.94195332,957,Nissan,1
1.119945815,5.674116563,0.569439411,80.12042128,523,Nissan,0
0.983461113,5.063964125,0.494079649,140.1683446,805,Nissan,0
0.894972162,5.135940993,0.790420115,113.7269068,718,Nissan,0
0.781993723,4.240805225,1.328447223,95.55602947,179,Ford,0
0.911960225,3.797262676,0.635343015,40.90446278,1304,Ford,0
0.676007358,8.903296156,0.081658602,121.4982108,1424,Ford,0
0.801884776,7.286689079,-0.527318716,65.04790536,1259,Ford,0
0.708313287,3.648742945,0.796530902,92.55134988,869,Ford,0
0.905363875,6.681024013,0.510209143,102.7442085,711,Ford,0
0.708103987,12.30781883,-0.050631724,123.3530678,1664,Ford,1
0.887674448,7.730500196,0.680406511,120.9105242,2249,Ford,1
1.12922844,4.551007924,1.030412436,46.3490852,509,Ford,1
1.029830514,5.346132077,-0.332757503,103.9675002,524,Ford,0
0.849099552,5.548595552,0.762169063,115.0330803,1363,Ford,1
0.938835687,5.150034648,0.395994812,106.3305026,613,Ford,0
0.81551985,6.072929968,0.156838149,131.3584626,1168,Ford,0
0.86084693,6.188889958,0.650655627,74.7629556,1467,Ford,1
1.322127063,4.410763519,0.185720399,91.957196,595,Ford,0
0.777688929,3.868150266,0.887846351,95.90440259,1199,Ford,0
1.152203216,3.984340367,0.396035254,73.46166139,315,Ford,0
0.885071576,5.412051203,0.74443543,30.48506581,507,Ford,0
1.097601533,6.584918783,0.198895007,60.45117441,2110,Ford,1
0.788714305,3.092656019,-0.47442767,136.5952987,149,Ford,0
0.956831449,9.02005933,-0.829915464,48.66350588,779,Ford,0
0.733349505,8.739858888,0.922213137,85.30624371,1379,Ford,0
0.710110726,8.633259508,0.508849859,89.61920671,2101,Ford,0
1.537134032,5.093478587,0.641643882,67.85333207,627,Ford,0
0.713945933,8.576778346,-0.628628731,55.10546164,1347,Ford,0
1.147042598,8.064883049,0.036891095,82.35660622,1634,Ford,0
0.869577168,7.873753541,0.328904808,65.788375,2078,Ford,0
1.346608013,4.320850064,0.282886744,106.8245054,374,Ford,0
1.01172959,5.817318915,0.713053644,99.68254542,974,Ford,0
0.861382248,4.972001353,0.422693759,114.1963498,913,Ford,0
0.765564154,7.210847471,0.716332793,73.92711051,1484,Ford,1
0.825848658,8.922628913,0.431832701,106.4730628,959,Ford,0
0.637196924,7.614901147,0.82931298,105.3678214,1648,Ford,1
1.557019988,8.86875977,-0.340569079,76.66738636,643,Ford,0
0.750866882,4.298478908,1.443817377,100.3923588,374,Ford,0
0.723005715,6.702113499,-0.28124854,78.5054247,1541,Ford,1
1.632856583,8.620332549,0.115204491,86.04863535,2233,Ford,1
1.165541189,4.711734922,0.071507245,85.22183064,821,Ford,1
1.234871456,5.233894905,0.982374489,118.8119339,283,Ford,0
0.918023421,6.229328028,1.023516178,94.99437299,664,Ford,0
0.781539091,8.2638592,-0.444208413,78.97199312,1575,Ford,0
0.933464969,5.310310062,-0.852902174,121.773878,749,Ford,0
0.974272698,2.898618557,1.213079095,26.73704533,284,Ford,0
0.989513824,8.031151583,-0.222844869,80.60084739,1691,Ford,0
1.252338801,6.667807539,-0.140548363,92.69609113,1412,Ford,1
0.500793804,4.080303152,1.305087209,139.3469062,431,Ford,0
1.187928633,6.527960437,-1.716356158,37.34401871,582,Ford,0
0.793504455,9.447917462,-0.317827582,75.24550569,928,Ford,0
0.755448852,8.313576015,0.136286348,52.60733421,495,Ford,0
0.930295392,6.11881587,0.368238837,92.49336907,789,Ford,0
0.896661636,6.265993245,2.068006277,69.80679584,943,Ford,0
1.414240335,4.398034043,-0.023328874,115.7788869,635,Ford,0
2.623554865,7.922887057,0.270982981,87.01635292,839,Ford,1
0.654629037,6.946459288,-0.651636481,72.77778421,1350,Ford,0
0.981079503,7.921424603,0.008105008,63.7531153,629,Ford,0
0.861315227,3.681709442,-0.52033484,10.83712837,289,Ford,0
0.905112584,5.553042262,1.62895906,88.53258597,387,Ford,0
0.60786891,8.532149031,-0.311959952,112.03367,1214,Ford,0
1.146205437,6.572078198,1.382359982,92.19801763,1003,Ford,1
1.356000286,4.622101338,0.655372381,60.42233732,749,Ford,1
2.765992003,1.629043564,2.347535133,117.9141387,307,Ford,1
1.257999777,8.072595472,-0.532213867,64.11251405,862,Ford,0
0.717497131,7.432799526,1.111105204,93.76652936,1063,Ford,0
0.732959666,8.79712889,-0.634513378,124.3183718,1619,Ford,0
0.86852103,4.228819068,1.099250078,40.99894355,1035,Ford,0
0.722693958,8.452933851,0.523882031,97.76792245,1288,Ford,1
1.453399162,7.774996089,-0.097812206,66.00871963,1259,Ford,1
0.882826573,4.340570248,1.433927774,142.3290182,553,Ford,0
1.038219669,7.335238666,0.458953738,117.6870605,957,Ford,1
0.897328372,6.21822467,1.155341625,96.83172663,914,Ford,0
0.938689134,4.850892253,0.64813149,91.39525341,643,Ford,0
0.937295655,5.80466675,0.577810526,103.5911266,734,Ford,0
1.024426769,8.600873282,0.200930536,89.29821856,1189,Ford,1
0.947739567,5.474296379,0.895690084,74.80787353,1438,Ford,0
0.961194255,6.100904503,0.720989406,37.4875336,854,Ford,0
0.935161739,8.128928659,0.382297903,117.7701682,443,Ford,0
0.801063932,4.891303366,1.177033782,110.0786947,509,Ford,1
0.922694501,7.378863482,0.103840068,80.41389952,1289,Ford,0
0.985268349,4.964002177,0.597340286,101.048894,976,Ford,0
1.108260351,7.382129106,0.540446699,77.43676856,981,Ford,0
1.080194469,6.694541022,0.182286575,139.4292803,1362,Ford,0
1.31567506,4.295344617,0.292153507,70.73330002,342,Ford,0
0.738930826,4.706922425,0.829036295,66.55262843,1004,Ford,0
1.207804342,6.839265927,-0.198025584,140.2930285,494,Ford,0
0.732551671,2.760496882,0.956059635,96.93075536,414,Ford,0
0.718831414,5.109887643,0.801090419,103.3064777,886,Ford,0
0.781350976,6.340079221,1.083145142,41.43953545,914,Ford,0
1.01752354,5.158001724,0.353560984,25.85924069,671,Ford,0
0.82744236,4.693161351,0.863202989,97.70388522,1572,Ford,1
